#{"t_start": 1761551239.1125705, "env_id": "None"}
r,l,t
-182.355191,719,28738.971074
-76.11368,1058,28740.150988
-237.503599,995,28741.357911
-153.781004,1297,28745.127777
-210.824048,1577,28746.669818
16.778345,1352,28748.093972
-207.380088,922,28749.173151
-104.955345,1175,28750.430911
75.529347,340,28751.034921
9.444343,423,28751.702002
-332.496807,1249,28752.996254
6.298124,414,28753.642318
-215.364945,1758,28757.768234
-209.354588,1001,28758.907375
-212.644696,1046,28760.074455
-117.771129,1644,28761.653353
-175.056593,837,28762.651409
-190.896169,1041,28763.812615
-255.212492,1831,28767.991168
60.839863,340,28768.60326
-255.638543,1858,28770.359052
-300.866015,940,28771.456088
-14.015034,911,28772.533297
-194.96095,871,28773.572342
-133.397484,1402,28775.019068
25.524858,1524,28779.083258
-256.402754,896,28780.174357
45.342931,340,28780.789947
74.0,340,28781.401197
-194.97866,799,28782.432077
-164.568378,959,28783.546502
-135.62996,1160,28784.808492
-230.906779,2091,28786.717308
-137.156235,1437,28790.546097
-290.167904,1574,28792.06673
-207.136047,1314,28793.41544
-39.335609,1077,28794.622775
-54.332631,683,28795.536512
-3.256376,414,28796.182848
-443.40388,2345,28798.27584
39.51876,995,28801.888354
-288.568475,1271,28803.220892
-86.37508,1062,28804.408016
-27.893048,934,28805.507679
43.147552,414,28806.158368
-90.988099,715,28807.122477
-53.298329,673,28808.066653
-84.991421,1457,28809.569417
-130.744857,866,28812.805185
-27.183574,827,28813.821088
-72.40055,977,28814.953918
-153.723621,1671,28816.557892
9.123585,414,28817.202661
15.009289,340,28817.82165
-65.557009,414,28818.482357
-156.146352,1002,28819.675869
-261.617304,1023,28820.822105
-30.583173,1452,28824.632495
-239.239027,1358,28826.044694
-75.820795,1604,28827.592583
-120.317392,992,28828.737401
-248.200921,937,28829.853111
-244.195133,745,28830.802807
-364.202082,1632,28832.381016
-220.136331,2121,28836.782485
-387.121381,1883,28838.621009
98.244804,340,28839.240982
-257.120515,1641,28840.864046
-139.136046,680,28841.802449
-7.213062,435,28842.460877
9.412903,340,28843.07543
-206.501225,699,28844.024726
-116.888222,1641,28848.038796
-65.678426,1054,28849.21135
28.373158,443,28849.894113
-130.266762,1391,28851.321282
-168.135166,1402,28852.715401
-177.773931,1054,28853.917827
-129.176107,806,28854.930998
-226.802499,1436,28858.85484
-178.647069,1286,28860.010207
-152.94487,1079,28861.189929
-243.368262,1380,28862.578676
-129.233012,1530,28864.090209
-212.023525,690,28865.02916
-195.32115,1064,28866.21918
-165.50625,1526,28870.074678
-211.634149,1407,28871.266432
-281.080752,1673,28872.84824
-11.019228,1044,28874.029324
-193.214088,925,28875.150268
-185.092603,1641,28876.73749
-134.736082,1211,28880.443366
-9.163311,802,28881.423698
-95.756126,801,28882.429386
74.0,410,28883.086349
-154.712015,1410,28884.553975
-192.500625,581,28885.434007
-330.942822,1215,28886.720846
-114.026505,838,28887.757271
-237.070509,891,28888.835006
31.325859,932,28892.327333
-101.609111,842,28893.348922
-262.71404,955,28894.474877
-244.480292,1267,28895.573445
-244.757701,1436,28897.020926
245.958459,563,28897.855358
-377.0819,2087,28899.733019
-202.18229,1141,28903.442415
-134.908415,1350,28904.846247
5.293857,413,28905.49272
-195.440816,872,28906.56161
-139.193426,1036,28907.700022
43.135145,413,28908.349752
-158.783409,1855,28910.139733
-267.868997,1121,28911.422289
-200.89646,632,28914.887065
-248.336411,1135,28916.104126
-10.055242,884,28917.14166
-20.434178,1041,28918.322931
-114.039473,1544,28919.862874
-167.858297,808,28920.875982
-173.889929,766,28921.87096
-276.717161,940,28922.99318
44.033998,340,28923.610979
21.350006,644,28926.944228
62.096996,412,28927.591497
-16.986528,414,28928.247042
108.483492,340,28928.883282
-258.963726,1397,28930.320878
-174.493564,1756,28931.978621
-253.504826,1629,28933.596179
-177.527024,1221,28934.918405
-168.108299,1545,28938.858767
-109.699395,1383,28940.284668
-299.153766,921,28941.373902
74.055627,340,28941.994603
-130.145501,1084,28943.201281
-39.013366,1018,28944.432453
-216.195824,1567,28945.986547
-212.016202,1424,28949.644705
48.481501,340,28950.266585
-72.608058,1258,28951.612323
-170.914558,1102,28952.805995
70.175848,340,28953.425861
-336.781881,1822,28954.898501
-16.242443,1230,28956.251659
-225.570667,950,28957.351137
-24.296477,996,28960.840261
-131.924851,1136,28962.085598
115.972342,410,28962.751243
-94.59519,1130,28964.037996
-181.460125,1307,28965.410223
9.790813,340,28966.018675
-102.532896,1135,28967.250851
-7.152704,686,28968.176262
-160.271811,1173,28969.535583
15.506123,414,28972.520838
-34.938323,1226,28973.845866
-161.073198,1247,28975.179859
-228.413606,1906,28976.95434
74.0,414,28977.618646
-299.388141,713,28978.600093
-266.208712,1128,28979.808273
-197.423019,737,28980.790848
-61.158123,972,28984.250167
-351.390111,1481,28985.53792
-203.075279,744,28986.593045
-74.055282,811,28987.588659
76.590597,414,28988.247966
-225.638292,760,28989.249408
-4.492915,1023,28990.405728
122.681702,1352,28991.795672
-254.336918,1256,28995.494055
-265.421805,1483,28996.984067
42.157954,426,28997.641547
-65.513398,968,28998.767283
-220.352807,1345,29000.21484
-9.24848,414,29000.871772
-189.546907,1808,29002.570313
-140.903766,1502,29006.578653
-162.60292,1732,29008.226599
-191.437699,1029,29009.439676
-347.756129,1619,29011.012993
-234.772615,1446,29012.525899
67.849973,1254,29013.846658
-304.961943,1786,29018.010053
-22.665996,414,29018.704643
-243.442488,1260,29020.04027
27.900031,698,29021.007168
-224.151995,1459,29022.490952
57.608605,340,29023.120678
-277.374483,1586,29024.461335
-174.342106,938,29025.603403
-110.075019,1312,29029.39203
-126.118542,1362,29030.808207
-39.747735,2510,29033.109661
-188.736063,1631,29034.706259
-29.340094,973,29035.827544
-372.548591,1357,29039.951711
-182.405814,791,29040.961707
-267.966394,2161,29042.855478
-43.788028,636,29043.747309
-122.812891,1223,29045.098781
68.699954,340,29045.734737
-83.757328,1124,29046.95424
-203.538121,920,29047.913665
-166.528212,754,29051.399654
-227.809186,715,29052.343734
-43.597778,844,29053.378156
-226.354881,1039,29054.54419
-145.022824,1907,29056.301761
47.486924,340,29056.920066
-297.696308,1516,29058.444452
-234.458363,1078,29059.635035
-303.60162,839,29062.942955
74.0,340,29063.556418
-39.764566,855,29064.592363
-17.327883,419,29065.238675
-241.394741,902,29066.32147
-56.287035,798,29067.32813
-158.714254,1356,29068.700307
5.32255,414,29069.351426
-63.80414,882,29070.428088
38.304986,340,29071.034555
-165.365506,1048,29072.191796
9.505283,680,29075.527225
-205.652676,959,29076.661219
-192.216932,1012,29077.828025
50.472616,340,29078.449785
-200.105263,547,29079.281122
74.0,340,29079.923282
-307.391447,1962,29081.710146
-187.425375,1693,29083.318678
-23.672856,1697,29087.306222
-115.70917,1459,29088.770105
-239.44519,1041,29089.962575
-295.214355,718,29090.89694
-223.976778,1319,29092.213349
-351.015695,2133,29094.137898
60.24648,340,29094.761631
-393.93401,2191,29098.99074
-17.234006,423,29099.663183
-21.265537,1126,29100.861453
7.089787,1271,29102.197728
-272.812793,951,29103.32021
-132.687732,1374,29104.74159
-186.149655,1346,29108.277287
-241.467748,639,29109.177456
197.257851,414,29109.866552
-213.988503,1847,29111.568625
-340.845004,1103,29112.767746
-239.730196,696,29113.689976
-172.024092,769,29114.732727
22.07001,414,29115.374139
48.112604,1424,29116.806525
-124.939044,892,29120.360882
-387.729065,1819,29122.037651
-251.016113,641,29122.94313
-150.646524,664,29123.885728
5.336165,794,29124.959561
-373.742805,1851,29126.65596
-102.700395,1825,29130.857924
-256.000405,1156,29132.068602
-240.634099,986,29133.186664
-233.394489,883,29134.243169
31.91654,935,29135.384666
-209.129306,623,29136.273066
-109.641416,1429,29137.709021
34.502614,536,29138.58791
-220.702775,1725,29142.540932
-323.597623,907,29143.620174
57.760239,340,29144.261342
-151.520056,730,29145.225594
-6.398943,425,29145.866772
-244.329998,1086,29147.063962
-10.310988,610,29147.924826
-220.802638,570,29148.863482
-232.849542,1480,29150.325381
-138.53362,1153,29151.556322
-176.201453,741,29154.981577
-142.229927,1075,29156.178272
-211.103348,1580,29157.72027
-156.471282,1119,29158.918441
-44.545699,1842,29160.723291
-88.977374,1210,29162.007943
123.041502,1139,29163.21559
-193.886554,1141,29166.983488
-186.161929,1022,29168.136063
-383.259104,1493,29169.357678
-147.043165,956,29170.483333
-200.105615,745,29171.441562
-78.638991,1748,29173.079472
-5.689472,1082,29176.606215
-133.816742,1630,29178.1633
-166.29713,986,29179.288139
-170.777643,1568,29180.893012
-412.588648,1531,29182.364874
-141.695944,1091,29183.566061
129.668106,764,29184.537514
-21.053507,410,29185.200632
-223.11705,830,29188.613336
32.23541,767,29189.600247
-42.426431,414,29190.257763
-92.003914,1141,29191.48557
-166.066435,1157,29192.763967
-44.026086,1924,29194.535878
-244.951357,1044,29195.71996
-133.208289,1158,29199.317402
-455.556316,2290,29200.974938
-222.404469,927,29202.061721
-188.983095,1029,29203.225941
56.921503,675,29204.151706
-412.068146,2176,29205.852634
58.359227,340,29206.497167
27.914604,418,29209.49115
-49.953919,1213,29210.748621
-177.528743,1594,29212.288394
-149.481519,852,29213.325955
-248.437662,868,29214.401296
-204.785559,974,29215.531212
-226.015752,1677,29217.096833
-44.729894,1646,29221.111608
-63.02765,1025,29222.285074
-194.856588,1708,29223.875504
-142.753147,1416,29225.282766
-232.459288,1221,29226.556414
-87.076451,1366,29227.9294
8.739195,1065,29231.498151
-159.504743,919,29232.611706
-286.609614,1379,29234.036281
-26.879336,1156,29235.291553
-142.899657,1508,29236.774851
-66.744042,1470,29238.211439
74.0,340,29238.865978
-148.535536,698,29239.854892
-204.550414,990,29243.359403
-100.810573,1341,29244.523292
-115.721973,1127,29245.750167
-61.859117,1436,29247.194814
28.003303,340,29247.804277
-214.93916,1047,29248.93962
-189.732086,896,29250.023877
-227.911521,1375,29253.726389
-287.560095,1556,29255.247054
-92.220848,915,29256.357286
11.257526,1052,29257.52258
-64.09569,959,29258.646587
-67.628987,919,29259.744324
-134.129464,1927,29261.495816
-111.733617,1036,29265.121848
36.440322,419,29265.778206
-16.588952,1602,29267.333198
-214.16816,1033,29268.469454
-55.675302,735,29269.430631
-126.326969,1005,29270.564795
-13.017578,1101,29271.798749
-157.184065,1576,29273.343972
-269.689047,557,29276.50443
-266.739283,778,29277.480429
62.185468,340,29278.123366
2.977585,1035,29279.340119
-179.313932,715,29280.341435
-147.928017,1055,29281.525808
-109.318435,652,29282.437589
-188.556765,1671,29284.074032
-14.14807,437,29284.749334
74.0,340,29285.368656
-251.797087,765,29288.678646
-155.458735,1084,29289.916309
-119.619927,1156,29291.197983
-365.475016,1880,29292.640165
-349.021005,2700,29294.548786
-241.847608,562,29295.3848
46.042727,340,29296.003993
-102.437711,1117,29299.694819
31.707641,870,29300.758415
-250.804632,1190,29301.828727
-80.797198,690,29302.781734
-181.872267,1387,29304.163377
-215.144619,896,29305.314266
-90.265247,916,29306.411679
-198.771978,933,29307.506002
-146.315643,1448,29311.572846
-171.845987,2068,29313.454076
-272.760459,1917,29315.26616
-196.419733,576,29316.142521
-26.944138,409,29316.826075
74.0,340,29317.46837
-127.063402,1360,29318.886977
-66.267884,1168,29322.527206
-56.269455,979,29323.652737
-169.285833,1234,29325.026355
10.622284,1281,29326.348473
-197.912902,1048,29327.556997
40.659312,426,29328.231035
-175.01424,1383,29329.671126
-223.446747,2048,29333.819461
-244.288714,1182,29335.126262
-272.273071,991,29336.308276
-184.67884,1093,29337.532359
-123.116911,832,29338.637824
10.313451,1047,29339.840158
-77.38188,711,29340.841992
-268.493005,1278,29344.650091
-222.64972,841,29345.67311
-165.068216,1041,29346.8518
-243.40068,790,29347.8498
-50.637527,734,29348.810094
140.730261,843,29349.888838
-233.212097,873,29350.94942
-188.932982,1461,29352.41865
-73.878091,882,29353.49029
-170.808533,1080,29357.020899
-191.508609,746,29358.003053
-32.861295,816,29359.013269
-315.829253,1847,29360.468237
-45.595464,854,29361.518142
48.858884,340,29362.142645
-335.495725,1813,29363.557739
21.896901,340,29364.174072
-290.658081,1848,29368.238697
-182.143685,1147,29369.530059
-161.023986,955,29370.630263
-143.514623,1425,29372.074175
-175.498482,609,29372.941614
46.456982,769,29374.015328
31.648449,340,29374.675007
-78.382365,822,29375.706226
59.36932,340,29376.333316
-18.380507,1073,29379.903553
-211.782646,994,29381.036203
-454.2296,2349,29382.710076
-145.82548,1268,29384.049946
-150.514351,1078,29385.273043
-44.784095,1152,29386.510118
-48.10094,1186,29390.231643
-194.905118,1522,29391.721668
-216.13318,1070,29392.912387
-340.267593,1985,29394.769559
-22.44536,616,29395.643071
-297.939469,1629,29396.983194
23.303348,1083,29400.703509
-148.814804,1649,29402.316044
-6.898765,426,29402.983907
2.556098,412,29403.631445
-211.072435,1212,29404.957695
59.152993,340,29405.580166
-26.771544,414,29406.238447
6.264629,831,29407.252401
-108.428864,1257,29408.573634
9.630926,1648,29412.501782
-79.54797,747,29413.492658
-24.081995,414,29414.16276
-54.390709,423,29414.839593
-144.606455,1418,29416.278787
-213.279811,1062,29417.460114
-15.736446,768,29418.455897
-219.144313,957,29419.615342
100.588198,829,29420.660117
-183.748234,1121,29424.190946
-139.779356,1518,29425.73868
-223.631745,958,29426.853205
-223.384168,1130,29428.081791
-185.937856,1908,29429.87098
-200.19251,1130,29431.164371
-291.101367,2013,29435.401734
-205.592185,785,29436.409974
-345.200968,1601,29437.711625
-41.654905,895,29438.777871
-302.253045,1960,29440.710045
-432.602782,1583,29442.299051
-89.605785,962,29445.80807
-102.409671,853,29446.883868
-258.114575,909,29448.011505
-12.981247,752,29449.021458
-25.995208,824,29450.070023
74.0,340,29450.681746
-211.68771,2222,29452.313937
-102.200567,1769,29453.996408
42.435518,340,29457.053366
47.446416,340,29457.679792
1.74038,340,29458.307811
-43.303425,689,29459.223276
-237.55401,979,29460.380888
-116.503382,1571,29461.910338
-163.397215,767,29462.878587
-217.62121,1300,29464.230604
-295.444114,905,29465.341707
69.976968,1007,29466.490935
-252.866868,1836,29470.507615
-177.92079,1174,29471.755946
-18.935874,747,29472.729444
-71.094371,1473,29474.176788
66.389684,340,29474.797841
-275.900765,1247,29476.092359
-135.793247,1696,29480.046422
-209.517517,909,29481.121449
9.202816,414,29481.761238
-17.347816,418,29482.398588
-120.924394,882,29483.423329
-205.752068,1229,29484.724401
-184.000199,849,29485.753849
-139.571456,1575,29487.289353
-291.627935,2534,29491.986078
-27.954892,340,29492.587405
-25.239859,1211,29493.860998
23.899941,546,29494.713224
22.17742,414,29495.40865
-216.990988,948,29496.523112
-191.118881,915,29497.581795
-214.503132,777,29498.57318
-233.050694,908,29499.658141
-203.267002,1557,29503.528431
9.692894,422,29504.187453
-155.394358,1114,29505.505599
139.028047,414,29506.183328
-174.499188,735,29507.1533
-204.745109,787,29508.132903
17.972979,340,29508.73782
-47.999645,1463,29510.20556
-30.944436,414,29510.862639
-206.176079,924,29511.943144
74.0,414,29512.593087
-163.95905,1406,29516.415231
-229.739171,666,29517.354612
18.997986,414,29518.026139
-232.600994,1982,29519.869348
94.234464,414,29520.508529
36.413344,340,29521.12967
-12.448434,414,29521.786217
-230.658217,1325,29523.196618
-198.713391,1424,29524.658964
-404.040851,2103,29528.875486
-124.409904,1390,29530.288139
-49.078983,1871,29532.078301
-245.217199,661,29532.87254
-34.379151,1051,29534.07567
-82.677589,780,29535.071826
-339.375383,1443,29538.828709
-197.006486,670,29539.74632
-168.493221,1711,29541.349655
-221.489765,609,29542.206812
25.038406,827,29543.237378
-173.450917,1196,29544.529759
95.604656,414,29545.178529
-3.514566,641,29546.071507
-157.275182,1591,29550.171726
-288.634632,762,29551.148595
-249.35476,731,29551.980215
-78.480868,1057,29553.162669
-203.455897,690,29554.074518
15.767846,671,29555.008688
-219.883622,1325,29556.353313
-226.503364,916,29557.430923
-178.615993,996,29558.568274
85.616389,340,29559.175362
-61.41778,903,29562.788635
-210.055589,1014,29563.946914
5.136611,416,29564.622277
-250.968056,662,29565.518918
0.525713,1321,29566.8777
-412.97363,2379,29568.973606
-236.598213,1619,29572.609398
-198.101398,668,29573.415723
-239.430367,683,29574.230065
40.596,340,29574.880177
-168.46065,1436,29576.303749
-221.767629,777,29577.299726
21.275632,848,29578.367992
-353.701785,1065,29579.565801
-52.017129,928,29580.643351
-115.998089,856,29581.688036
-120.394721,1152,29585.462593
12.133378,340,29586.077958
-274.942389,1478,29587.541861
-12.611165,1368,29588.911422
-134.637925,1563,29590.484611
-64.76264,1594,29592.008737
69.556228,907,29593.100461
-143.24444,1188,29596.902518
-368.984155,2217,29598.882049
-136.282258,1279,29600.241845
-70.993339,831,29601.278154
-115.44321,1131,29602.517818
-339.158032,1649,29606.280414
-234.748914,1148,29607.505788
77.260719,413,29608.178494
-146.121998,867,29609.234746
-264.739106,2156,29611.178156
-37.348039,749,29612.208622
-274.689101,854,29613.119888
-56.129117,1602,29614.701557
-204.46539,930,29618.21332
48.895587,434,29618.879873
-185.038514,943,29620.031563
-212.129018,1451,29621.485717
-191.611656,1184,29622.777126
-44.008385,1146,29624.028168
-191.195934,628,29624.941923
5.480668,410,29625.60323
-232.995374,694,29626.54866
-140.780883,889,29629.962065
-396.92271,1885,29631.687105
55.29383,340,29632.311219
-260.905116,974,29633.42256
-232.043985,2229,29635.468566
-228.341875,1028,29636.606294
-34.612987,822,29637.624186
-136.360133,945,29641.165426
-234.7832,1584,29642.724936
-157.185233,629,29643.526983
-240.315277,752,29644.589371
7.256143,340,29645.21615
-274.877022,1492,29646.498679
-184.432444,944,29647.644868
-2.168916,425,29648.297863
-30.644313,1282,29649.650998
116.486725,788,29653.077815
-180.757358,765,29654.072067
-183.964817,956,29655.188032
-273.005183,1369,29656.557964
12.747385,340,29657.161846
-96.149026,1385,29658.58842
-240.484784,736,29659.459863
-222.42971,857,29660.513142
-22.359005,340,29661.146078
52.159332,414,29661.804566
-284.667825,1091,29665.391085
-380.497813,2042,29666.901143
-261.198079,982,29668.025425
-21.052,414,29668.683765
-8.373099,1740,29670.359314
-129.837146,1311,29671.731423
-178.277653,854,29675.24122
-99.634171,1267,29676.587059
-157.523939,916,29677.673547
-261.564593,1669,29679.321784
7.788013,426,29679.986817
-154.19304,824,29680.998078
-232.186255,710,29681.929974
22.493324,956,29683.045951
-131.218248,1843,29687.271117
-218.525124,1390,29688.68973
-218.736915,827,29689.722128
15.095297,414,29690.3748
-151.668746,911,29691.425603
-112.119654,1247,29692.723336
-22.833902,1293,29694.079374
-273.460413,1501,29698.15168
-131.831418,1384,29699.577239
-251.951906,1341,29700.946872
50.258846,890,29702.006233
66.879577,830,29703.048375
-380.214734,1314,29704.444537
-316.877587,1034,29705.613302
-60.558866,1344,29709.323121
-140.40231,1838,29711.051703
-45.703605,1341,29712.415651
-145.15106,718,29713.374756
-221.682826,1392,29714.56045
-173.174745,1384,29715.961203
-146.345011,709,29716.920302
-240.396295,1403,29720.769928
-241.036403,1233,29722.064455
108.792646,416,29722.720203
-235.88417,927,29723.884864
-96.057853,822,29724.918576
-222.487791,570,29725.771861
-261.841658,1257,29727.073318
13.130764,340,29727.690106
-190.752972,882,29728.753932
-389.421019,1983,29732.92556
-286.408568,1236,29734.205575
-414.746237,1976,29736.046625
-251.457127,1040,29737.209972
-65.967703,414,29737.868512
-101.877505,1219,29739.177801
-187.915306,1066,29742.68999
20.924916,420,29743.349992
-10.809648,340,29743.973825
-148.976606,1790,29745.690953
-196.184396,1121,29746.739343
-233.127579,1106,29747.981923
-158.519291,1368,29749.413255
-108.60456,1276,29750.778163
-302.968838,2320,29754.800292
-119.828145,1510,29756.317874
-319.226573,1087,29757.526129
-123.572438,855,29758.604574
24.424311,709,29759.578925
11.472689,423,29760.233857
-11.772979,928,29761.33582
-255.02789,1572,29765.372627
-139.72491,1278,29766.714636
35.717961,414,29767.378499
-143.227911,1628,29768.948883
-41.375573,986,29769.940046
-262.568484,1245,29771.261382
-142.076192,2124,29775.750909
-303.16346,947,29776.85681
-9.615206,946,29777.973226
-222.773289,1114,29779.209717
-67.095826,682,29780.153858
-106.267837,1384,29781.566067
-471.584058,2293,29783.610904
164.089483,886,29787.024359
-184.178329,675,29787.957967
-81.236053,888,29789.039353
-180.605178,1224,29790.363351
82.408339,982,29791.502534
-157.168556,956,29792.611074
-121.497297,1624,29794.206401
-190.194134,844,29795.262452
-193.559034,1184,29798.909754
-167.773356,836,29800.014561
-304.975089,2610,29802.251404
-53.062755,1423,29803.66829
-227.829488,786,29804.673116
9.094258,537,29805.491424
38.007852,1060,29806.684819
-359.858109,1043,29810.175834
-237.654735,1033,29811.348646
-80.113232,1058,29812.523314
-183.506174,1108,29813.761196
-170.472863,798,29814.782544
-194.329234,1092,29816.002193
-104.566377,822,29817.036591
61.88713,539,29817.898841
27.887748,340,29818.540174
-178.226241,1120,29822.07699
-330.158918,1569,29823.567652
-235.885603,776,29824.561129
-188.821557,580,29825.414608
-319.626745,1258,29826.802176
-140.421184,1275,29828.136945
-263.161949,1402,29829.596403
-19.5057,1515,29833.531519
-216.65566,1390,29834.94965
-186.782571,985,29836.061719
142.679383,733,29837.026885
74.0,340,29837.632645
3.983716,425,29838.278653
-173.280941,1587,29839.814284
15.692207,414,29840.460014
-443.106911,1929,29844.278698
-319.401643,1739,29845.947198
-404.195322,1732,29847.593925
-58.344771,1281,29848.917645
-160.013586,1221,29850.218227
-94.68094,1455,29851.694884
-251.06192,1227,29855.375581
-136.887584,1381,29856.785804
-3.238748,340,29857.409939
-204.366389,902,29858.354341
-266.403843,991,29859.497109
22.399575,413,29860.165625
-251.437068,920,29861.285481
42.372488,340,29861.920544
-225.803894,925,29863.026527
-182.806523,760,29866.364056
37.584685,414,29867.023105
-307.695715,1819,29868.431392
76.181827,340,29869.04106
-86.615416,1153,29870.317167
-190.791851,666,29871.228337
-462.436225,1792,29872.600364
-17.818143,1147,29873.848687
-0.154929,1047,29877.374496
-264.547167,1983,29879.224949
-189.94668,686,29880.175698
-157.240568,1685,29881.760892
-133.518388,1075,29882.95581
-205.622738,1177,29884.043929
-255.768039,920,29885.137473
-168.226155,821,29888.595158
-194.220767,1176,29889.862816
-50.122269,1282,29891.196297
-47.692278,1656,29892.7781
-216.19314,996,29893.930142
-327.870619,1577,29895.494397
39.646426,515,29896.289912
-310.924323,2700,29900.969058
-217.903858,696,29901.904133
-152.538661,861,29902.966741
20.014856,1112,29904.23849
-203.343569,809,29905.288749
-128.72738,1552,29906.769455
-170.987573,1485,29910.768622
-218.482238,1113,29911.974576
-171.070799,912,29913.053492
-33.409946,640,29913.951866
-203.47379,830,29914.987319
24.025428,425,29915.644015
-157.883708,1412,29917.106388
-280.893662,1245,29918.444938
-207.209301,942,29921.938561
-240.205894,1773,29923.32249
-242.961791,1123,29924.580082
28.158776,1398,29925.984977
-199.750148,904,29927.07993
-213.109672,1256,29928.400271
-36.145624,416,29929.099211
-29.282639,1137,29932.684757
70.042226,630,29933.579461
-210.987898,801,29934.637318
-188.97695,1190,29935.964081
-36.143101,969,29937.086379
-61.973746,431,29937.769582
-279.838196,818,29938.853127
-197.717663,943,29939.951654
-115.518772,1487,29941.580833
-101.428776,1188,29945.298504
-57.850694,1113,29946.506298
-329.436623,1044,29947.696883
-203.594684,892,29948.761529
-298.651403,1534,29950.267585
-337.292232,1223,29951.556169
-412.437789,2014,29955.582642
-4.139901,681,29956.511626
-233.195885,1013,29957.672564
48.439215,852,29958.721614
-258.755066,1643,29960.313482
45.130034,1089,29961.514841
-35.134949,664,29962.446556
-5.805177,906,29963.519838
-106.900526,1670,29967.483908
-45.349435,971,29968.581637
100.540148,340,29969.197366
39.298074,1096,29970.421204
-189.959762,1275,29971.761237
-168.480135,1004,29972.884007
-186.106211,633,29973.798569
-41.036138,688,29974.787424
-300.268099,1123,29976.011705
-295.949645,1429,29979.80161
56.393346,340,29980.43698
-49.686535,710,29981.38496
-95.981545,864,29982.411673
-117.738371,803,29983.417062
-119.797644,969,29984.530914
-214.287467,1648,29986.127655
-196.75066,929,29987.228545
-264.744513,1306,29990.93957
-186.357288,1313,29992.273084
-140.446831,694,29993.194948
-219.496188,860,29994.078752
-195.376701,915,29995.209557
-137.502667,1242,29996.529567
-42.834474,1201,29997.828616
-141.459158,2139,30002.13109
-262.942625,1015,30003.290909
-140.403269,1005,30004.465166
-154.957416,1026,30005.654068
-161.900178,1104,30006.905888
-71.788267,1185,30008.163307
-71.515112,1663,30009.768116
-54.697698,1095,30013.306936
-188.644053,1692,30014.916509
-174.600807,1422,30016.346951
-180.62463,790,30017.355713
-171.003252,1166,30018.618105
-349.595303,1900,30020.395925
-224.007172,1615,30024.528855
-122.955633,859,30025.582617
16.387894,340,30026.198689
45.096734,340,30026.808858
-88.722574,1511,30028.288299
73.784962,1120,30029.534794
17.890704,1039,30030.731993
-212.487027,787,30031.735654
-166.505156,1409,30035.51741
-176.144332,748,30036.571188
-32.158735,728,30037.513502
79.745587,340,30038.131275
-72.829027,1459,30039.740252
-180.192941,1607,30041.294565
-112.39513,1455,30042.743061
53.88696,413,30043.39459
-143.313468,1330,30047.139735
-279.301983,1689,30048.760103
45.115273,1212,30050.050186
-19.344052,822,30051.088069
-169.909622,1395,30052.473927
-204.235595,1891,30054.185448
-222.176386,1180,30057.874177
-210.514517,814,30058.91571
-7.102666,786,30059.946293
-409.307286,2237,30061.611593
-230.529385,815,30062.644624
-43.164647,2399,30064.788772
-304.169081,1045,30068.353537
-8.746387,648,30069.251476
-213.98672,1900,30071.052979
-90.508078,1525,30072.61568
-54.108917,1242,30073.94296
-210.655756,892,30075.030195
-91.831541,914,30076.131462
-17.839417,414,30079.140256
37.251695,340,30079.774454
-161.254102,1899,30081.56828
-0.372372,633,30082.468261
-43.45324,1065,30083.64856
-218.582209,1068,30084.870874
-243.075693,1217,30086.181975
-208.833909,738,30087.150229
-241.60986,727,30088.10848
-185.395054,1268,30091.95618
-52.673767,1185,30093.221735
55.533397,414,30093.86993
-147.605469,901,30094.971344
103.554784,1589,30096.538607
16.597562,907,30097.624501
-64.307127,1226,30098.921601
26.456226,882,30100.012345
72.599032,431,30103.033044
-219.085132,700,30103.979913
-138.428085,1399,30105.451084
-245.882856,1457,30106.915018
-107.29436,1428,30108.332352
-268.18221,1069,30109.356174
-85.509452,907,30110.475492
-222.846859,920,30113.950979
-125.629388,1141,30115.22821
-294.917493,812,30116.243859
-40.741184,1275,30117.575316
-225.269985,2020,30119.114479
-271.148461,1012,30120.29414
-165.560977,1332,30121.7479
18.284073,1655,30125.818394
63.182921,340,30126.448646
-15.544346,414,30127.104261
-139.79196,1661,30128.751714
-161.504536,1122,30129.988201
-218.538821,1684,30131.608997
-206.044674,1288,30132.962884
-23.78568,959,30136.618727
-62.138418,752,30137.629942
-361.46426,1577,30139.171582
40.610009,340,30139.808692
62.57432,414,30140.47643
-177.821031,1077,30141.694782
-307.676717,1782,30143.420002
56.475746,414,30144.074706
0.952197,340,30144.717571
-3.982694,414,30145.380456
-330.173498,1395,30149.171772
-288.042181,1629,30150.761643
-125.419091,1144,30152.044797
9.556807,423,30152.7175
-202.156908,933,30153.894351
-30.377019,541,30154.772813
-90.349807,1147,30156.06216
102.772659,340,30156.69784
-188.955326,1883,30160.796229
43.108667,340,30161.441697
-108.289363,1514,30162.941913
-284.832371,1369,30164.393277
-54.047252,1145,30165.658665
-268.147293,829,30166.70698
-112.662421,1177,30167.957386
-205.227678,1504,30171.849588
-6.3627,414,30172.510227
17.229191,340,30173.156257
-236.96687,1806,30174.898456
75.768224,340,30175.55184
-199.803516,1141,30176.872504
-354.218171,2007,30178.726537
-85.15894,757,30179.767979
-182.129172,1759,30183.819742
-97.608723,1457,30185.278759
-101.331078,1225,30186.630459
118.764695,699,30187.619903
-363.483723,1301,30188.956282
-251.639035,1173,30190.223849
